46.1,12.66
45.52,12.58
46.52,12.58
46.52,12.67
46.45,12.43
47.89,13.11
48.24,13.52
47.95,13.23
49.69,13.61
49.79,16.56
48.59,13.5
48.9,13.58
48.4,13.43
48.32,13.4
48.42,13.25
48.1,13.21
46.93,12.95
47.86,13.11
47.86,13.13
47.66,13.03
47.75,13.16
47.71,13.09
45.1,12.6
45.44,12.78
46.59,13.03
46.04,12.78
45.32,12.55
45.67,12.52
